@relation allinone

@attribute 'Time (Hour)' numeric
@attribute virulence numeric
@attribute 'patient precondition' numeric
@attribute 'Viral Load' numeric
@attribute 'Inflamatory (M1) Alveolar Macrophages' numeric
@attribute IL6 numeric
@attribute 'Active Adaptive Immune System' numeric
@attribute 'Immunosupressed (M2) Alveolar macrophages' numeric
@attribute 'Resting Alveolar Macrophages' numeric
@attribute 'Delayed IL6' numeric
@attribute 'Un-Infected Lung Tissue' numeric
@attribute 'Infected Lung Tissue' numeric
@attribute 'Destroyed Lung Tissue' numeric
@attribute 'Interferon Strength' numeric
@attribute PAMPs numeric
@attribute 'Resting Adaptive Immune System' numeric
@attribute TcellInterferon numeric

@data
420,1,1,0.000001,37.061,3.70777,1068.16,62.7077,4913.23,3.71581,3876.58,0.000003,0.000011,65465.6,1018.47,-2250.8,96.9296
421,1,1,0,37.0477,3.70644,1066.6,62.818,4913.13,3.71447,3893,0.000003,0.000011,65465.6,1013.38,-2254.57,97.0285
422,1,1,0,37.0344,3.7051,1065.02,62.9283,4913.04,3.71312,3909.46,0.000003,0.00001,65465.6,1008.31,-2258.33,97.1248
423,1,1,0,37.0211,3.70377,1063.43,63.0388,4912.94,3.71178,3925.95,0.000003,0.000009,65465.6,1003.27,-2262.06,97.2186
424,1,1,0,37.0078,3.70244,1061.82,63.1493,4912.84,3.71044,3942.48,0.000002,0.000009,65465.6,998.251,-2265.77,97.3098
425,1,1,0,36.9944,3.70111,1060.21,63.2599,4912.75,3.70911,3959.06,0.000002,0.000008,65465.6,993.259,-2269.47,97.3986
426,1,1,0,36.9811,3.69978,1058.58,63.3707,4912.65,3.70777,3975.67,0.000002,0.000008,65465.6,988.293,-2273.14,97.4848
427,1,1,0,36.9678,3.69845,1056.95,63.4815,4912.55,3.70644,3992.32,0.000002,0.000007,65465.6,983.352,-2276.8,97.5685
428,1,1,0,36.9545,3.69711,1055.3,63.5924,4912.45,3.7051,4009.01,0.000002,0.000007,65465.6,978.435,-2280.43,97.6498
429,1,1,0,36.9411,3.69578,1053.64,63.7034,4912.36,3.70377,4025.73,0.000002,0.000006,65465.6,973.543,-2284.05,97.7286
430,1,1,0,36.9278,3.69445,1051.96,63.8144,4912.26,3.70244,4042.5,0.000002,0.000006,65465.6,968.675,-2287.65,97.8049
431,1,1,0,36.9144,3.69311,1050.28,63.9256,4912.16,3.70111,4059.31,0.000002,0.000006,65465.6,963.832,-2291.22,97.8788
432,1,1,0,36.901,3.69178,1048.59,64.0369,4912.06,3.69978,4076.15,0.000001,0.000005,65465.6,959.013,-2294.78,97.9503
433,1,1,0,36.8876,3.69044,1046.88,64.1482,4911.96,3.69845,4093.03,0.000001,0.000005,65465.6,954.217,-2298.32,98.0194
434,1,1,0,36.8742,3.6891,1045.17,64.2597,4911.87,3.69711,4109.96,0.000001,0.000005,65465.6,949.446,-2301.84,98.0861
435,1,1,0,36.8607,3.68776,1043.44,64.3712,4911.77,3.69578,4126.92,0.000001,0.000004,65465.6,944.699,-2305.34,98.1504
436,1,1,0,36.8473,3.68641,1041.71,64.4828,4911.67,3.69445,4143.92,0.000001,0.000004,65465.6,939.976,-2308.82,98.2123
437,1,1,0,36.8338,3.68506,1039.96,64.5946,4911.57,3.69311,4160.96,0.000001,0.000004,65465.6,935.276,-2312.29,98.2719
438,1,1,0,36.8202,3.68371,1038.21,64.7064,4911.47,3.69178,4178.04,0.000001,0.000004,65465.6,930.599,-2315.73,98.3292
439,1,1,0,36.8066,3.68236,1036.44,64.8183,4911.38,3.69044,4195.16,0.000001,0.000003,65465.6,925.946,-2319.16,98.3841
440,1,1,0,36.793,3.681,1034.67,64.9303,4911.28,3.6891,4212.32,0.000001,0.000003,65465.6,921.317,-2322.57,98.4367
441,1,1,0,36.7794,3.67964,1032.89,65.0424,4911.18,3.68776,4229.52,0.000001,0.000003,65465.6,916.71,-2325.96,98.487
442,1,1,0,36.7657,3.67828,1031.09,65.1546,4911.08,3.68641,4246.75,0.000001,0.000003,65465.6,912.127,-2329.33,98.535
443,1,1,0,36.7519,3.67691,1029.29,65.2668,4910.98,3.68506,4264.03,0.000001,0.000003,65465.6,907.566,-2332.68,98.5808
444,1,1,0,36.7381,3.67554,1027.48,65.3792,4910.88,3.68371,4281.35,0.000001,0.000003,65465.6,903.028,-2336.02,98.6242
445,1,1,0,36.7243,3.67416,1025.66,65.4917,4910.78,3.68236,4298.71,0.000001,0.000002,65465.6,898.513,-2339.33,98.6655
446,1,1,0,36.7104,3.67278,1023.83,65.6042,4910.69,3.681,4316.1,0.000001,0.000002,65465.6,894.02,-2342.63,98.7045
447,1,1,0,36.6965,3.67139,1022,65.7169,4910.59,3.67964,4333.54,0.000001,0.000002,65465.6,889.55,-2345.92,98.7413
448,1,1,0,36.6825,3.66999,1020.15,65.8296,4910.49,3.67828,4351.02,0.000001,0.000002,65465.6,885.102,-2349.18,98.7759
449,1,1,0,36.6684,3.66859,1018.3,65.9425,4910.39,3.67691,4368.53,0.000001,0.000002,65465.6,880.677,-2352.43,98.8083
450,1,1,0,36.6543,3.66719,1016.43,66.0554,4910.29,3.67554,4386.09,0,0.000002,65465.6,876.274,-2355.66,98.8385
451,1,1,0,36.6401,3.66578,1014.56,66.1684,4910.19,3.67416,4403.69,0,0.000002,65465.6,871.892,-2358.87,98.8665
452,1,1,0,36.6258,3.66436,1012.68,66.2816,4910.09,3.67278,4421.33,0,0.000002,65465.6,867.533,-2362.06,98.8924
453,1,1,0,36.6115,3.66294,1010.8,66.3948,4909.99,3.67139,4439,0,0.000001,65465.6,863.195,-2365.24,98.9162
454,1,1,0,36.597,3.6615,1008.91,66.5081,4909.9,3.66999,4456.72,0,0.000001,65465.6,858.879,-2368.4,98.9378
455,1,1,0,36.5826,3.66006,1007,66.6216,4909.8,3.66859,4474.48,0,0.000001,65465.6,854.585,-2371.54,98.9573
456,1,1,0,36.568,3.65862,1005.1,66.7351,4909.7,3.66719,4492.28,0,0.000001,65465.6,850.312,-2374.67,98.9748
457,1,1,0,36.5534,3.65716,1003.18,66.8487,4909.6,3.66578,4510.12,0,0.000001,65465.6,846.06,-2377.78,98.9901
458,1,1,0,36.5386,3.6557,1001.26,66.9624,4909.5,3.66436,4528,0,0.000001,65465.6,841.83,-2380.87,99.0034
459,1,1,0,36.5238,3.65423,999.326,67.0762,4909.4,3.66294,4545.92,0,0.000001,65465.6,837.621,-2383.95,99.0146
460,1,1,0,36.5089,3.65275,997.388,67.1902,4909.3,3.6615,4563.88,0,0.000001,65465.6,833.433,-2387.01,99.0238
461,1,1,0,36.4939,3.65126,995.444,67.3042,4909.2,3.66006,4581.88,0,0.000001,65465.6,829.266,-2390.05,99.0309
462,1,1,0,36.4788,3.64977,993.493,67.4183,4909.1,3.65862,4599.92,0,0.000001,65465.6,825.119,-2393.08,99.0361
463,1,1,0,36.4636,3.64826,991.536,67.5325,4909,3.65716,4618.01,0,0.000001,65465.6,820.994,-2396.09,99.0392
464,1,1,0,36.4483,3.64674,989.572,67.6468,4908.9,3.6557,4636.13,0,0.000001,65465.6,816.889,-2399.08,99.0404
465,1,1,0,36.433,3.64522,987.601,67.7613,4908.81,3.65423,4654.3,0,0.000001,65465.6,812.804,-2402.06,99.0395
466,1,1,0,36.4175,3.64368,985.624,67.8758,4908.71,3.65275,4672.5,0,0.000001,65465.6,808.74,-2405.02,99.0367
467,1,1,0,36.4019,3.64213,983.642,67.9904,4908.61,3.65126,4690.75,0,0.000001,65465.6,804.696,-2407.96,99.032
468,1,1,0,36.3861,3.64057,981.653,68.1052,4908.51,3.64977,4709.04,0,0.000001,65465.6,800.673,-2410.89,99.0253
469,1,1,0,36.3703,3.63901,979.658,68.22,4908.41,3.64826,4727.37,0,0.000001,65465.6,796.67,-2413.81,99.0167
470,1,1,0,36.3544,3.63743,977.657,68.335,4908.31,3.64674,4745.74,0,0.000001,65465.6,792.686,-2416.7,99.0062
471,1,1,0,36.3383,3.63583,975.65,68.4501,4908.21,3.64522,4764.15,0,0.000001,65465.6,788.723,-2419.59,98.9938
472,1,1,0,36.3221,3.63423,973.638,68.5653,4908.11,3.64368,4782.61,0,0,65465.6,784.779,-2422.45,98.9795
473,1,1,0,36.3058,3.63262,971.62,68.6805,4908.01,3.64213,4801.1,0,0,65465.6,780.855,-2425.3,98.9633
474,1,1,0,36.2894,3.63099,969.597,68.7959,4907.91,3.64057,4819.64,0,0,65465.6,776.951,-2428.14,98.9453
475,1,1,0,36.2728,3.62935,967.569,68.9115,4907.82,3.63901,4838.22,0,0,65465.6,773.066,-2430.96,98.9255
476,1,1,0,36.2561,3.62769,965.535,69.0271,4907.72,3.63743,4856.84,0,0,65465.6,769.201,-2433.76,98.9038
477,1,1,0,36.2393,3.62603,963.496,69.1428,4907.62,3.63583,4875.5,0,0,65465.6,765.355,-2436.55,98.8803
478,1,1,0,36.2223,3.62435,961.452,69.2587,4907.52,3.63423,4894.21,0,0,65465.6,761.528,-2439.32,98.855
479,1,1,0,36.2052,3.62265,959.404,69.3746,4907.42,3.63262,4912.95,0,0,65465.6,757.721,-2442.08,98.8279
480,1,1,0,36.188,3.62095,957.35,69.4907,4907.32,3.63099,4931.74,0,0,65465.6,753.932,-2444.82,98.799
0,1,2,1,3,3,10,10,5000,0,15000,0,0,0.8,0,1,0
1,1,2,0.995865,1.5,0.84,9.95,11.5,5000,0.24,15005,12,0,0.8,1,1,0.01
2,1,2,1.01724,1.38217,0.288,9.9004,11.6178,5000,0.288,15010.4,17.9543,6,24.8,1.99086,0.99985,0.01985
3,1,2,1.05059,1.29171,0.168174,9.85117,11.7083,5000,0.2976,15015.5,21.192,13.7772,60.7087,2.99815,0.999575,0.029552
4,1,2,1.09043,1.20991,0.136971,9.8023,11.7902,5000,0.29952,15020.2,23.2148,21.6178,103.093,4.03375,0.999188,0.039108
5,1,2,1.1343,1.1338,0.124187,9.75378,11.8663,5000,0.299904,15024.5,24.7078,28.9016,149.522,5.10401,0.998699,0.048519
6,1,2,1.18115,1.06258,0.115541,9.70559,11.9376,5000,0.299981,15028.3,25.984,35.4752,198.938,6.21279,0.998121,0.057787
7,1,2,1.23052,0.995879,0.108115,9.65772,12.0044,5000,0.299996,15031.5,27.1873,41.3722,250.906,7.36287,0.997461,0.066915
8,1,2,1.28228,0.93339,0.101293,9.61017,12.067,5000,0.179999,15034.1,28.3841,46.6914,305.281,8.55658,0.996727,0.075904
9,1,2,1.3364,0.835743,0.09493,9.56292,12.1647,5000,0.146574,15036.1,29.6058,51.5452,362.049,9.79608,0.995929,0.084755
10,1,2,1.39299,0.728382,0.085845,9.51592,12.2722,5000,0.132651,15037.6,30.8677,56.039,421.26,11.0835,0.99511,0.09347
11,1,2,1.45214,0.625021,0.07544,9.46915,12.3758,5000,0.123323,15038.3,32.1785,60.265,482.996,12.4211,0.994303,0.102051
12,1,2,1.51395,0.529658,0.06509,9.42258,12.4713,5000,0.115368,15038.4,33.5439,64.3013,547.353,13.8111,0.993526,0.1105
13,1,2,1.57853,0.443318,0.055391,9.3762,12.5579,5000,0.10808,15037.7,34.9674,68.213,614.44,15.256,0.992795,0.118818
14,1,2,1.64598,0.366234,0.046544,9.32999,12.6352,5000,0.101286,15036.3,36.4522,72.0541,684.375,16.7582,0.992119,0.127006
15,1,2,1.71643,0.298344,0.038607,9.28396,12.7034,5000,0.094928,15034.1,38.0007,75.8693,757.28,18.3204,0.991505,0.135066
16,1,2,1.78999,0.239408,0.031589,9.23808,12.7626,5000,0.085845,15031,39.6155,79.6958,833.281,19.9453,0.990958,0.142999
17,1,2,1.86678,0.187184,0.02547,9.19237,12.8152,5000,0.07544,15027.1,41.299,83.5644,912.512,21.6355,0.990481,0.150807
18,1,2,1.94693,0.140801,0.020069,9.14681,12.862,5000,0.06509,15022.3,43.0537,87.5011,995.11,23.3941,0.990076,0.158491
19,1,2,2.03057,0.100461,0.015278,9.10141,12.9028,5000,0.055391,15016.5,44.8819,91.5277,1081.22,25.2241,0.989746,0.166053
20,1,2,2.11785,0.066759,0.011092,9.05615,12.937,5000,0.046544,15009.8,46.7861,95.6631,1170.98,27.1285,0.989493,0.173494
21,1,2,2.2089,0.040264,0.007559,9.01105,12.964,5000,0.038607,15002,48.7691,99.9235,1264.55,29.1108,0.989312,0.180815
22,1,2,2.30388,0.021206,0.004733,8.96612,12.9837,5000,0.031589,14993.2,50.8333,104.323,1362.09,31.1741,0.989195,0.188018
23,1,2,2.40291,0.011272,0.002643,8.92135,12.9943,4999.99,0.02547,14983.2,52.9813,108.875,1463.76,33.3221,0.989129,0.195104
24,1,2,2.50615,0.006374,0.00143,8.87678,12.9999,4999.99,0.020069,14972,55.2157,113.591,1569.72,35.5584,0.989091,0.202074
25,1,2,2.61376,0.004,0.000796,8.83242,13.0031,4999.99,0.015278,14959.7,57.539,118.481,1680.15,37.8868,0.989068,0.20893
26,1,2,2.7259,0.002895,0.000479,8.78827,13.0051,4999.99,0.011092,14946.1,59.9536,123.554,1795.23,40.3111,0.989053,0.215674
27,1,2,2.84275,0.002432,0.000327,8.74434,13.0066,4999.99,0.007559,14931.1,62.4624,128.82,1915.14,42.8354,0.989041,0.222305
28,1,2,2.96449,0.002297,0.00026,8.70063,13.0078,4999.99,0.004733,14914.8,65.068,134.287,2040.06,45.464,0.989031,0.228826
29,1,2,3.09131,0.002335,0.000236,8.65714,13.0089,4999.99,0.002643,14897.1,67.7731,139.964,2170.2,48.2012,0.989021,0.235239
30,1,2,3.22339,0.002469,0.000234,8.61387,13.0101,4999.99,0.00143,14877.9,70.5807,145.858,2305.74,51.0515,0.989009,0.241544
31,1,2,3.36095,0.002662,0.000244,8.57081,13.0113,4999.99,0.000796,14857.2,73.4934,151.976,2446.91,54.0196,0.988997,0.247742
32,1,2,3.50417,0.002895,0.000262,8.52797,13.0127,4999.98,0.000479,14834.9,76.5142,158.328,2593.89,57.1105,0.988982,0.253835
33,1,2,3.65328,0.003161,0.000284,8.48535,13.0141,4999.98,0.000327,14810.9,79.6458,164.919,2746.92,60.3291,0.988966,0.259825
34,1,2,3.80849,0.003456,0.00031,8.44294,13.0157,4999.98,0.00026,14785.3,82.8909,171.758,2906.21,63.6807,0.988947,0.265712
35,1,2,3.97001,0.00378,0.000338,8.40075,13.0174,4999.98,0.000236,14757.8,86.2522,178.852,3071.99,67.1708,0.988925,0.271498
36,1,2,4.13808,0.004134,0.00037,8.35877,13.0193,4999.98,0.000234,14728.6,89.7322,186.208,3244.5,70.805,0.988899,0.277184
37,1,2,4.31292,0.004522,0.000405,8.317,13.0214,4999.97,0.000244,14697.5,93.3335,193.832,3423.96,74.589,0.98887,0.282771
38,1,2,4.49477,0.004943,0.000443,8.27545,13.0236,4999.97,0.000262,14664.4,97.0584,201.733,3610.63,78.529,0.988836,0.28826
39,1,2,4.68387,0.005403,0.000484,8.23411,13.0261,4999.97,0.000284,14629.3,100.909,209.915,3804.75,82.6311,0.988798,0.293653
40,1,2,4.88046,0.005903,0.000529,8.19299,13.0288,4999.97,0.00031,14592.1,104.888,218.387,4006.57,86.9018,0.988753,0.29895
41,1,2,5.08478,0.006448,0.000578,8.15207,13.0318,4999.96,0.000338,14552.7,108.996,227.153,4216.34,91.3478,0.988702,0.304154
42,1,2,5.2971,0.007041,0.000631,8.11137,13.035,4999.96,0.00037,14511.1,113.237,236.221,4434.33,95.9758,0.988643,0.309264
43,1,2,5.51765,0.007685,0.00069,8.07088,13.0385,4999.95,0.000405,14467.3,117.61,245.595,4660.81,100.793,0.988575,0.314283
44,1,2,5.74671,0.008386,0.000753,8.03061,13.0424,4999.95,0.000443,14421,122.117,255.281,4896.03,105.807,0.988498,0.319211
45,1,2,5.98452,0.009149,0.000821,7.99054,13.0465,4999.94,0.000484,14372.4,126.759,265.283,5140.26,111.024,0.988409,0.32405
46,1,2,6.23136,0.009977,0.000896,7.95069,13.0511,4999.94,0.000529,14321.2,131.537,275.606,5393.78,116.454,0.988307,0.3288
47,1,2,6.48747,0.010877,0.000977,7.91105,13.0561,4999.93,0.000578,14267.4,136.452,286.254,5656.85,122.103,0.988191,0.333462
48,1,2,6.75312,0.011855,0.001066,7.87163,13.0616,4999.93,0.000631,14211,141.501,297.229,5929.76,127.98,0.988058,0.338039
49,1,2,7.02857,0.012916,0.001162,7.83243,13.0675,4999.92,0.00069,14151.9,146.687,308.534,6212.76,134.093,0.987907,0.34253
50,1,2,7.31408,0.014068,0.001266,7.79344,13.0739,4999.91,0.000753,14090,152.006,320.17,6506.13,140.451,0.987733,0.346937
51,1,2,7.6099,0.015318,0.001379,7.75467,13.081,4999.9,0.000821,14025.3,157.458,332.139,6810.15,147.063,0.987536,0.351261
52,1,2,7.91629,0.016673,0.001501,7.71612,13.0886,4999.89,0.000896,13957.6,163.042,344.441,7125.06,153.938,0.987311,0.355503
53,1,2,8.2335,0.018142,0.001634,7.67779,13.097,4999.88,0.000977,13886.9,168.753,357.073,7451.15,161.084,0.987054,0.359664
54,1,2,8.56177,0.019734,0.001778,7.6397,13.106,4999.87,0.001066,13813.2,174.59,370.035,7788.65,168.512,0.986762,0.363746
55,1,2,8.90133,0.021458,0.001934,7.60183,13.1159,4999.86,0.001162,13736.4,180.548,383.323,8137.83,176.231,0.986429,0.367748
56,1,2,9.25242,0.023323,0.002103,7.5642,13.1266,4999.85,0.001266,13656.4,186.622,396.932,8498.93,184.252,0.986051,0.371672
57,1,2,9.61525,0.025342,0.002287,7.52681,13.1383,4999.84,0.001379,13573.2,192.809,410.857,8872.17,192.583,0.985621,0.37552
58,1,2,9.99003,0.027524,0.002485,7.48966,13.151,4999.82,0.001501,13486.7,199.102,425.09,9257.79,201.235,0.985133,0.379291
59,1,2,10.377,0.029883,0.002699,7.45277,13.1647,4999.81,0.001634,13396.9,205.494,439.623,9655.99,210.219,0.984579,0.382988
60,1,2,10.7762,0.032431,0.00293,7.41613,13.1797,4999.79,0.001778,13303.7,211.978,454.445,10067,219.545,0.983951,0.386611
61,1,2,11.188,0.035182,0.003181,7.37977,13.1959,4999.77,0.001934,13207.1,218.546,469.545,10490.9,229.223,0.983239,0.390161
62,1,2,11.6123,0.038149,0.003451,7.34367,13.2135,4999.75,0.002103,13107,225.188,484.909,10928,239.265,0.982433,0.393639
63,1,2,12.0495,0.041349,0.003742,7.30787,13.2326,4999.73,0.002287,13003.4,231.896,500.521,11378.4,249.681,0.98152,0.397046
64,1,2,12.4996,0.044797,0.004056,7.27236,13.2532,4999.7,0.002485,12896.4,238.657,516.365,11842.2,260.482,0.980487,0.400384
65,1,2,12.9626,0.04851,0.004395,7.23716,13.2756,4999.68,0.002699,12785.8,245.462,532.42,12319.5,271.68,0.979321,0.403652
66,1,2,13.4387,0.052506,0.00476,7.2023,13.2999,4999.65,0.00293,12671.7,252.297,548.667,12810.4,283.284,0.978003,0.406853
67,1,2,13.9278,0.056803,0.005152,7.16777,13.3261,4999.62,0.003181,12554,259.149,565.082,13315,295.306,0.976515,0.409987
68,1,2,14.43,0.061421,0.005575,7.13361,13.3545,4999.58,0.003451,12432.8,266.003,581.64,13833.3,307.757,0.974838,0.413055
69,1,2,14.9453,0.06638,0.006029,7.09983,13.3852,4999.55,0.003742,12308.1,272.846,598.314,14365.3,320.648,0.972947,0.416058
70,1,2,15.4736,0.071702,0.006516,7.06646,13.4184,4999.51,0.004056,12179.8,279.662,615.074,14911,333.991,0.970819,0.418997
71,1,2,16.0149,0.077408,0.007039,7.03353,13.4543,4999.47,0.004395,12048.1,286.434,631.89,15470.3,347.794,0.968424,0.421873
72,1,2,16.569,0.083521,0.007601,7.00105,13.493,4999.42,0.00476,11912.9,293.144,648.729,16043.2,362.07,0.965732,0.424688
73,1,2,17.1358,0.090066,0.008202,6.96907,13.5348,4999.38,0.005152,11774.3,299.777,665.555,16629.5,376.829,0.962708,0.427442
74,1,2,17.715,0.097066,0.008846,6.93762,13.5798,4999.32,0.005575,11632.3,306.312,682.333,17229.1,392.08,0.959314,0.430137
75,1,2,18.3065,0.104548,0.009534,6.90674,13.6283,4999.27,0.006029,11487.1,312.732,699.022,17841.7,407.835,0.955508,0.432773
76,1,2,18.9101,0.112537,0.010271,6.87647,13.6806,4999.21,0.006516,11338.7,319.018,715.584,18467.1,424.102,0.951244,0.435352
77,1,2,19.5253,0.121059,0.011057,6.84686,13.7369,4999.14,0.007039,11187.1,325.15,731.976,19105.2,440.892,0.946472,0.437875
78,1,2,20.1519,0.130143,0.011896,6.81796,13.7974,4999.07,0.007601,11032.5,331.108,748.156,19755.5,458.213,0.941134,0.440343
79,1,2,20.7895,0.139816,0.012791,6.78983,13.8625,4999,0.008202,10875,336.874,764.079,20417.7,476.074,0.935171,0.442758
80,1,2,21.4376,0.150107,0.013743,6.76254,13.9324,4998.92,0.008846,10714.6,342.427,779.7,21091.4,494.483,0.928515,0.44512
81,1,2,22.0959,0.161044,0.014757,6.73615,14.0074,4998.83,0.009534,10551.6,347.748,794.973,21776.3,513.448,0.921092,0.447431
82,1,2,22.7637,0.172656,0.015835,6.71074,14.0879,4998.74,0.010271,10386,352.819,809.853,22471.8,532.977,0.912823,0.449693
83,1,2,23.4406,0.184973,0.01698,6.68639,14.1743,4998.64,0.011057,10218,357.62,824.292,23177.4,553.075,0.903621,0.451907
84,1,2,24.1259,0.198023,0.018194,6.66318,14.2668,4998.54,0.011896,10047.7,362.134,838.244,23892.7,573.751,0.893391,0.454074
85,1,2,24.8191,0.211835,0.019481,6.64123,14.3658,4998.42,0.012791,9875.36,366.343,851.662,24616.9,595.008,0.882029,0.456197
86,1,2,25.5195,0.226439,0.020843,6.62063,14.4717,4998.3,0.013743,9701.05,370.232,864.501,25349.6,616.852,0.869425,0.458276
87,1,2,26.2264,0.241863,0.022284,6.60149,14.5849,4998.17,0.014757,9524.98,373.783,876.717,26090.1,639.287,0.855457,0.460314
88,1,2,26.939,0.258134,0.023806,6.58395,14.7058,4998.04,0.015835,9347.33,376.984,888.265,26837.7,662.317,0.839995,0.462312
89,1,2,27.6567,0.275281,0.025412,6.56812,14.8349,4997.89,0.01698,9168.29,379.821,899.104,27591.6,685.944,0.822898,0.464273
90,1,2,28.3786,0.293329,0.027105,6.55417,14.9725,4997.73,0.018194,8988.05,382.282,909.194,28351.3,710.171,0.804016,0.466199
91,1,2,29.104,0.312305,0.028887,6.54223,15.1192,4997.57,0.019481,8806.81,384.358,918.496,29115.8,734.999,0.783184,0.468091
92,1,2,29.8319,0.332232,0.030762,6.53247,15.2754,4997.39,0.020843,8624.79,386.038,926.975,29884.5,760.428,0.76023,0.469952
93,1,2,30.5616,0.353133,0.032731,6.52507,15.4415,4997.21,0.022284,8442.17,387.318,934.6,30656.6,786.458,0.734966,0.471785
94,1,2,31.2922,0.375029,0.034797,6.52022,15.618,4997.01,0.023806,8259.17,388.19,941.338,31431.3,813.087,0.707194,0.473592
95,1,2,32.0228,0.397942,0.036962,6.51811,15.8056,4996.8,0.025412,8075.99,388.651,947.166,32207.6,840.314,0.6767,0.475376
96,1,2,32.7525,0.421888,0.039228,6.51896,16.0045,4996.57,0.027105,7892.85,388.701,952.058,32984.9,868.135,0.643261,0.477141
97,1,2,33.4804,0.446884,0.041597,6.52299,16.2155,4996.34,0.028887,7709.96,388.337,955.997,33762.3,896.547,0.606635,0.478888
98,1,2,34.2057,0.472943,0.04407,6.53044,16.4389,4996.09,0.030762,7527.52,387.564,958.966,34539,925.545,0.56657,0.480623
99,1,2,34.9274,0.500078,0.04665,6.54156,16.6754,4995.82,0.032731,7345.73,386.383,960.955,35314.1,955.123,0.522797,0.482347
100,1,2,35.6447,0.528298,0.049336,6.55662,16.9254,4995.55,0.034797,7164.81,384.801,961.955,36086.9,985.274,0.475033,0.484065
101,1,2,36.3567,0.557609,0.052131,6.57589,17.1896,4995.25,0.036962,6984.93,382.824,961.965,36856.5,1015.99,0.422982,0.485781
102,1,2,37.0624,0.588015,0.055035,6.59966,17.4684,4994.94,0.039228,6806.31,380.461,960.984,37622.2,1047.27,0.366329,0.487499
103,1,2,37.7612,0.630907,0.058048,6.62824,17.751,4994.62,0.041597,6629.11,377.724,959.018,38383.1,1079.1,0.304748,0.489224
104,1,2,38.4517,0.6873,0.062082,6.66318,18.037,4994.28,0.04407,6453.53,374.622,956.076,39138.5,1111.46,0.236667,0.49096
105,1,2,39.1326,0.753005,0.067401,6.70626,18.331,4993.92,0.04665,6279.73,371.168,952.172,39887.8,1144.36,0.160276,0.492713
106,1,2,39.8028,0.826331,0.07372,6.7589,18.6353,4993.54,0.049336,6107.89,367.373,947.322,40630.1,1177.77,0.074106,0.494492
107,1,2,40.4612,0.906645,0.080851,6.82242,18.9511,4993.14,0.052131,5938.17,363.249,941.544,41364.9,1211.68,-0.023217,0.496306
108,1,2,41.1068,0.993785,0.088702,6.89817,19.279,4992.73,0.055035,5770.71,358.811,934.859,42091.4,1246.08,-0.133073,0.498166
109,1,2,41.7386,1.08781,0.097243,6.98751,19.6195,4992.29,0.058048,5605.66,354.075,927.293,42809,1280.96,-0.256907,0.500082
110,1,2,42.3557,1.18888,0.106474,7.09192,19.9728,4991.84,0.062082,5443.17,349.058,918.872,43517.1,1316.29,-0.396251,0.502069
111,1,2,42.957,1.30259,0.116405,7.21295,20.3339,4991.36,0.067401,5283.36,343.778,909.626,44215.2,1352.07,-0.552743,0.50414
112,1,2,43.5415,1.43379,0.127488,7.353,20.6983,4990.87,0.07372,5126.35,338.255,899.59,44902.8,1388.26,-0.728862,0.506312
113,1,2,44.1077,1.58389,0.140201,7.51529,21.0649,4990.35,0.080851,4972.23,332.506,888.8,45579.3,1424.86,-0.927909,0.508601
114,1,2,44.6542,1.75293,0.154751,7.70339,21.4343,4989.81,0.088702,4821.12,326.548,877.292,46244.3,1461.85,-1.15359,0.511031
115,1,2,45.1797,1.94069,0.171185,7.92113,21.8069,4989.25,0.097243,4673.11,320.4,865.108,46897.4,1499.19,-1.40984,0.513624
116,1,2,45.6828,2.14703,0.189492,8.17247,22.1832,4988.67,0.106474,4528.26,314.078,852.287,47538.2,1536.88,-1.70079,0.516409
117,1,2,46.1622,2.37199,0.209661,8.46158,22.5634,4988.06,0.116405,4386.67,307.599,838.868,48166.4,1574.87,-2.03076,0.519417
118,1,2,46.6164,2.6157,0.231691,8.79283,22.9476,4987.44,0.127488,4248.38,300.982,824.894,48781.6,1613.16,-2.40432,0.522685
119,1,2,47.0443,2.87972,0.255595,9.17082,23.3344,4986.79,0.140201,4113.47,294.244,810.406,49383.5,1651.71,-2.82628,0.52625
120,1,2,47.4444,3.16638,0.281497,9.60061,23.7217,4986.11,0.154751,3981.97,287.403,795.447,49972,1690.5,-3.30192,0.530159
121,1,2,47.8154,3.47768,0.30961,10.0879,24.1074,4985.42,0.171185,3853.92,280.477,780.06,50546.8,1729.49,-3.8372,0.534458
122,1,2,48.1557,3.8149,0.340136,10.6389,24.4905,4984.69,0.189492,3729.35,273.483,764.286,51107.8,1768.66,-4.43866,0.539201
123,1,2,48.4639,4.1787,0.373219,11.2604,24.87,4983.95,0.209661,3608.28,266.436,748.17,51654.8,1807.97,-5.11339,0.544448
124,1,2,48.7384,4.56932,0.40894,11.9596,25.2458,4983.19,0.231691,3490.73,259.352,731.754,52187.6,1847.4,-5.86888,0.550264
125,1,2,48.9778,4.98672,0.447333,12.744,25.6177,4982.4,0.255595,3376.7,252.247,715.08,52706.3,1886.9,-6.71302,0.556721
126,1,2,49.1806,5.4307,0.488404,13.6212,25.9855,4981.58,0.281497,3266.19,245.135,698.187,53210.8,1926.44,-7.65396,0.563898
127,1,2,49.3455,5.90105,0.532137,14.5993,26.3492,4980.75,0.30961,3159.19,238.03,681.117,53701.1,1965.99,-8.70015,0.57188
