@relation allinone

@attribute 'Time (Hour)' numeric
@attribute virulence numeric
@attribute 'patient precondition' numeric
@attribute 'Viral Load' numeric
@attribute 'Inflamatory (M1) Alveolar Macrophages' numeric
@attribute IL6 numeric
@attribute 'Active Adaptive Immune System' numeric
@attribute 'Immunosupressed (M2) Alveolar macrophages' numeric
@attribute 'Resting Alveolar Macrophages' numeric
@attribute 'Delayed IL6' numeric
@attribute 'Un-Infected Lung Tissue' numeric
@attribute 'Infected Lung Tissue' numeric
@attribute 'Destroyed Lung Tissue' numeric
@attribute 'Interferon Strength' numeric
@attribute PAMPs numeric
@attribute 'Resting Adaptive Immune System' numeric
@attribute TcellInterferon numeric

@data
53,2,0,8.05514,0.004088,0.000373,7.66884,13.0271,4999.97,0.000242,13908.7,165.506,350.917,7377.29,31.8344,0.997709,0.359386
54,2,0,8.37191,0.0044,0.000402,7.63051,13.0291,4999.97,0.00026,13836.8,171.161,363.487,7708.31,33.2863,0.997696,0.363461
55,2,0,8.69947,0.004737,0.000432,7.59237,13.0313,4999.96,0.000279,13761.9,176.934,376.37,8050.63,34.7942,0.997681,0.367457
56,2,0,9.03803,0.005101,0.000465,7.55442,13.0337,4999.96,0.0003,13683.9,182.819,389.563,8404.5,36.3602,0.997665,0.371375
57,2,0,9.3878,0.005493,0.000501,7.51667,13.0362,4999.96,0.000323,13602.8,188.814,403.06,8770.14,37.986,0.997646,0.375216
58,2,0,9.74897,0.005917,0.00054,7.47911,13.039,4999.96,0.000347,13518.5,194.911,416.855,9147.76,39.6736,0.997625,0.37898
59,2,0,10.1217,0.006373,0.000581,7.44174,13.0419,4999.95,0.000373,13431,201.106,430.94,9537.59,41.425,0.997602,0.382669
60,2,0,10.5063,0.006865,0.000626,7.40455,13.0451,4999.95,0.000402,13340.2,207.391,445.305,9939.8,43.2422,0.997575,0.386284
61,2,0,10.9028,0.007395,0.000674,7.36756,13.0486,4999.94,0.000432,13246.1,213.759,459.939,10354.6,45.1273,0.997546,0.389826
62,2,0,11.3114,0.007966,0.000726,7.33076,13.0523,4999.94,0.000465,13148.6,220.201,474.831,10782.1,47.0822,0.997512,0.393295
63,2,0,11.7321,0.00858,0.000783,7.29414,13.0562,4999.94,0.000501,13047.8,226.709,489.965,11222.5,49.1091,0.997475,0.396693
64,2,0,12.1653,0.009241,0.000843,7.25771,13.0605,4999.93,0.00054,12943.5,233.273,505.327,11675.9,51.21,0.997433,0.400021
65,2,0,12.6108,0.009951,0.000908,7.22147,13.0652,4999.92,0.000581,12835.8,239.882,520.898,12142.5,53.387,0.997385,0.403278
66,2,0,13.0688,0.010715,0.000978,7.18542,13.0701,4999.92,0.000626,12724.7,246.524,536.659,12622.2,55.6422,0.997332,0.406467
67,2,0,13.5394,0.011535,0.001053,7.14955,13.0755,4999.91,0.000674,12610.1,253.187,552.589,13115.3,57.9777,0.997273,0.409587
68,2,0,14.0225,0.012415,0.001133,7.11387,13.0813,4999.91,0.000726,12492,259.859,568.665,13621.6,60.3957,0.997206,0.412641
69,2,0,14.5182,0.013359,0.00122,7.07837,13.0875,4999.9,0.000783,12370.6,266.526,584.862,14141.4,62.8983,0.997131,0.415629
70,2,0,15.0265,0.014371,0.001313,7.04307,13.0941,4999.89,0.000843,12245.6,273.173,601.152,14674.4,65.4874,0.997047,0.418551
71,2,0,15.5472,0.015454,0.001412,7.00794,13.1013,4999.88,0.000908,12117.3,279.785,617.508,15220.8,68.1653,0.996953,0.421408
72,2,0,16.0803,0.016614,0.001519,6.97301,13.1091,4999.87,0.000978,11985.6,286.346,633.899,15780.3,70.9339,0.996847,0.424202
73,2,0,16.6256,0.017855,0.001633,6.93826,13.1174,4999.86,0.001053,11850.5,292.839,650.292,16353,73.7953,0.996729,0.426933
74,2,0,17.1831,0.019181,0.001755,6.9037,13.1263,4999.85,0.001133,11712.2,299.249,666.653,16938.7,76.7514,0.996598,0.429602
75,2,0,17.7525,0.020596,0.001885,6.86933,13.1359,4999.84,0.00122,11570.6,305.557,682.947,17537.2,79.8043,0.99645,0.43221
76,2,0,18.3336,0.022107,0.002025,6.83515,13.1462,4999.83,0.001313,11425.8,311.745,699.136,18148.3,82.9558,0.996286,0.434757
77,2,0,18.9262,0.023718,0.002174,6.80116,13.1572,4999.82,0.001412,11277.9,317.796,715.182,18771.8,86.2077,0.996103,0.437245
78,2,0,19.53,0.025434,0.002332,6.76736,13.1691,4999.81,0.001519,11127.1,323.692,731.043,19407.4,89.5619,0.995898,0.439673
79,2,0,20.1445,0.027259,0.002501,6.73375,13.1818,4999.79,0.001633,10973.2,329.413,746.68,20054.8,93.0201,0.99567,0.442044
80,2,0,20.7696,0.029201,0.002681,6.70033,13.1954,4999.78,0.001755,10816.6,334.941,762.051,20713.6,96.5839,0.995417,0.444357
81,2,0,21.4047,0.031264,0.002872,6.66711,13.21,4999.76,0.001885,10657.3,340.258,777.111,21383.5,100.255,0.995135,0.446614
82,2,0,22.0495,0.033453,0.003076,6.63409,13.2257,4999.74,0.002025,10495.4,345.346,791.818,22064,104.035,0.994821,0.448815
83,2,0,22.7034,0.035775,0.003291,6.60127,13.2424,4999.72,0.002174,10331,350.187,806.127,22754.7,107.924,0.994473,0.450961
84,2,0,23.366,0.038234,0.00352,6.56865,13.2603,4999.7,0.002332,10164.3,354.764,819.995,23455.1,111.925,0.994087,0.453052
85,2,0,24.0367,0.040837,0.003763,6.53623,13.2794,4999.68,0.002501,9995.45,359.06,833.378,24164.6,116.039,0.993659,0.455091
86,2,0,24.7149,0.043588,0.004019,6.50402,13.2998,4999.66,0.002681,9824.57,363.059,846.233,24882.7,120.266,0.993185,0.457076
87,2,0,25.4001,0.046494,0.004291,6.47203,13.3216,4999.63,0.002872,9651.83,366.746,858.516,25608.8,124.608,0.992661,0.459009
88,2,0,26.0916,0.04956,0.004578,6.44025,13.3449,4999.61,0.003076,9477.42,370.107,870.186,26342.3,129.065,0.992082,0.460891
89,2,0,26.7888,0.052791,0.00488,6.40869,13.3696,4999.58,0.003291,9301.49,373.129,881.202,27082.5,133.638,0.991442,0.462722
90,2,0,27.4909,0.056192,0.005199,6.37735,13.396,4999.55,0.00352,9124.23,375.8,891.526,27828.8,138.327,0.990737,0.464504
91,2,0,28.1973,0.05977,0.005535,6.34624,13.4241,4999.52,0.003763,8945.82,378.108,901.121,28580.4,143.134,0.989959,0.466236
92,2,0,28.9072,0.063528,0.005889,6.31536,13.454,4999.48,0.004019,8766.46,380.046,909.951,29336.6,148.058,0.989104,0.46792
93,2,0,29.6199,0.067471,0.00626,6.28473,13.4858,4999.45,0.004291,8586.34,381.605,917.984,30096.7,153.099,0.988163,0.469556
94,2,0,30.3346,0.071604,0.00665,6.25434,13.5195,4999.41,0.004578,8405.65,382.779,925.189,30859.9,158.257,0.98713,0.471145
95,2,0,31.0506,0.075931,0.007058,6.2242,13.5553,4999.37,0.00488,8224.58,383.562,931.541,31625.5,163.533,0.985997,0.472688
96,2,0,31.7671,0.080457,0.007486,6.19432,13.5933,4999.33,0.005199,8043.35,383.953,937.014,32392.6,168.925,0.984756,0.474186
97,2,0,32.4832,0.085184,0.007934,6.16471,13.6335,4999.28,0.005535,7862.13,383.95,941.588,33160.5,174.434,0.983396,0.475638
98,2,0,33.1982,0.090117,0.008401,6.13537,13.6761,4999.23,0.005889,7681.14,383.553,945.245,33928.4,180.059,0.98191,0.477046
99,2,0,33.9114,0.095258,0.00889,6.10631,13.7212,4999.18,0.00626,7500.57,382.763,947.973,34695.5,185.798,0.980288,0.478411
100,2,0,34.6219,0.100609,0.009399,6.07755,13.7688,4999.13,0.00665,7320.61,381.586,949.76,35461,191.651,0.978518,0.479734
101,2,0,35.329,0.106174,0.009928,6.04909,13.8191,4999.07,0.007058,7141.46,380.024,950.601,36224.2,197.617,0.97659,0.481014
102,2,0,36.0319,0.111953,0.01048,6.02095,13.8722,4999.02,0.007486,6963.29,378.086,950.493,36984.3,203.695,0.974492,0.482253
103,2,0,36.7298,0.117949,0.011052,5.99312,13.9282,4998.95,0.007934,6786.29,375.78,949.437,37740.4,209.883,0.972211,0.483451
104,2,0,37.4221,0.124161,0.011646,5.96563,13.9871,4998.89,0.008401,6610.64,373.115,947.44,38492,216.18,0.969736,0.48461
105,2,0,38.108,0.130592,0.012262,5.93849,14.0492,4998.82,0.00889,6436.5,370.103,944.51,39238.2,222.583,0.967052,0.485729
106,2,0,38.7868,0.13724,0.0129,5.9117,14.1145,4998.75,0.009399,6264.04,366.755,940.659,39978.4,229.092,0.964145,0.48681
107,2,0,39.458,0.144104,0.013559,5.88529,14.1831,4998.67,0.009928,6093.42,363.085,935.905,40711.9,235.704,0.961001,0.487854
108,2,0,40.1207,0.151186,0.01424,5.85926,14.2552,4998.59,0.01048,5924.79,359.108,930.266,41438.1,242.417,0.957604,0.488861
109,2,0,40.7746,0.158481,0.014943,5.83363,14.3308,4998.51,0.011052,5758.28,354.839,923.767,42156.3,249.229,0.953939,0.489831
110,2,0,41.4189,0.16599,0.015667,5.80841,14.41,4998.42,0.011646,5594.03,350.294,916.433,42866,256.138,0.949989,0.490767
111,2,0,42.0531,0.173709,0.016413,5.78362,14.493,4998.33,0.012262,5432.16,345.49,908.293,43566.6,263.141,0.945738,0.491668
112,2,0,42.6768,0.181636,0.017179,5.75927,14.5799,4998.24,0.0129,5272.79,340.445,899.379,44257.6,270.236,0.941167,0.492534
113,2,0,43.2895,0.189767,0.017967,5.73538,14.6707,4998.14,0.013559,5116.03,335.176,889.726,44938.5,277.42,0.936258,0.493368
114,2,0,43.8907,0.1981,0.018775,5.71197,14.7656,4998.04,0.01424,4961.96,329.702,879.368,45608.8,284.691,0.930994,0.49417
115,2,0,44.48,0.206629,0.019603,5.68905,14.8646,4997.93,0.014943,4810.69,324.041,868.346,46268.2,292.045,0.925354,0.49494
116,2,0,45.0572,0.21535,0.020451,5.66664,14.9679,4997.82,0.015667,4662.28,318.211,856.697,46916.3,299.481,0.91932,0.49568
117,2,0,45.6218,0.224258,0.021318,5.64475,15.0756,4997.7,0.016413,4516.81,312.232,844.463,47552.7,306.995,0.91287,0.49639
118,2,0,46.1736,0.233349,0.022204,5.62342,15.1877,4997.58,0.017179,4374.34,306.121,831.686,48177.2,314.584,0.905986,0.497071
119,2,0,46.7124,0.242616,0.023109,5.60264,15.3044,4997.45,0.017967,4234.92,299.895,818.409,48789.4,322.246,0.898645,0.497723
120,2,0,47.2379,0.252055,0.024031,5.58244,15.4257,4997.32,0.018775,4098.58,293.574,804.675,49389.2,329.977,0.890827,0.498349
121,2,0,47.7499,0.261658,0.024971,5.56285,15.5517,4997.19,0.019603,3965.38,287.174,790.527,49976.4,337.775,0.882509,0.498948
122,2,0,48.2484,0.271419,0.025927,5.54387,15.6826,4997.05,0.020451,3835.33,280.713,776.009,50550.7,345.636,0.873671,0.499521
123,2,0,48.7332,0.281332,0.026899,5.52554,15.8183,4996.9,0.021318,3708.45,274.205,761.164,51112.1,353.558,0.86429,0.50007
124,2,0,49.2042,0.291391,0.027886,5.50785,15.9589,4996.75,0.022204,3584.76,267.667,746.033,51660.5,361.537,0.854343,0.500595
125,2,0,49.6615,0.301587,0.028889,5.49085,16.1046,4996.59,0.023109,3464.26,261.114,730.66,52195.9,369.57,0.843808,0.501097
126,2,0,50.1049,0.311915,0.029905,5.47454,16.2554,4996.43,0.024031,3346.94,254.56,715.085,52718.1,377.654,0.832663,0.501576
127,2,0,50.5345,0.322366,0.030934,5.45895,16.4114,4996.27,0.024971,3232.8,248.019,699.348,53227.2,385.787,0.820883,0.502035
128,2,0,50.9504,0.332934,0.031976,5.44409,16.5726,4996.09,0.025927,3121.82,241.502,683.488,53723.3,393.965,0.808447,0.502474
129,2,0,51.3526,0.343612,0.03303,5.42999,16.739,4995.92,0.026899,3013.99,235.023,667.541,54206.3,402.185,0.79533,0.502893
130,2,0,51.7412,0.354391,0.034095,5.41666,16.9109,4995.73,0.027886,2909.27,228.593,651.545,54676.3,410.445,0.781511,0.503294
131,2,0,52.1163,0.365265,0.03517,5.40412,17.088,4995.55,0.028889,2807.63,222.221,635.532,55133.5,418.741,0.766965,0.503678
132,2,0,52.4781,0.376226,0.036255,5.39239,17.2707,4995.35,0.029905,2709.05,215.917,619.536,55577.9,427.07,0.75167,0.504045
133,2,0,52.8267,0.387267,0.037349,5.3815,17.4588,4995.15,0.030934,2613.48,209.691,603.588,56009.8,435.431,0.735602,0.504397
134,2,0,53.1623,0.39838,0.038451,5.37145,17.6524,4994.95,0.031976,2520.88,203.55,587.716,56429.2,443.819,0.718739,0.504735
135,2,0,53.485,0.409558,0.039561,5.36228,17.8516,4994.74,0.03303,2431.21,197.502,571.948,56836.3,452.232,0.701059,0.505059
136,2,0,53.7951,0.420795,0.040677,5.35399,18.0564,4994.52,0.034095,2344.41,191.552,556.309,57231.3,460.668,0.682537,0.505371
137,2,0,54.0928,0.432083,0.041799,5.3466,18.2668,4994.3,0.03517,2260.43,185.707,540.823,57614.4,469.124,0.663152,0.505671
138,2,0,54.3783,0.443415,0.042926,5.34014,18.4828,4994.07,0.036255,2179.23,179.973,525.512,57985.8,477.597,0.642882,0.505961
139,2,0,54.6518,0.454785,0.044059,5.33462,18.7045,4993.84,0.037349,2100.74,174.353,510.396,58345.7,486.084,0.621705,0.506241
140,2,0,54.9136,0.466186,0.045194,5.33005,18.9319,4993.6,0.038451,2024.9,168.851,495.493,58694.4,494.584,0.599599,0.506513
141,2,0,55.1639,0.482114,0.046334,5.32646,19.1605,4993.36,0.039561,1951.67,163.471,480.82,59032.1,503.094,0.576542,0.506778
142,2,0,55.403,0.502592,0.047836,5.32408,19.3903,4993.11,0.040677,1880.97,158.215,466.391,59359.1,511.611,0.552287,0.507037
143,2,0,55.631,0.525617,0.049774,5.32317,19.6233,4992.85,0.041799,1812.76,153.085,452.22,59675.5,520.134,0.526574,0.507291
144,2,0,55.8483,0.550244,0.052004,5.32389,19.8603,4992.59,0.042926,1746.95,148.083,438.319,59981.7,528.659,0.499235,0.507541
145,2,0,56.055,0.576011,0.05442,5.32636,20.102,4992.32,0.044059,1683.5,143.211,424.697,60277.8,537.186,0.470145,0.507789
146,2,0,56.2515,0.602685,0.056965,5.33067,20.3485,4992.05,0.045194,1622.34,138.468,411.363,60564.3,545.711,0.439203,0.508038
147,2,0,56.438,0.630143,0.059608,5.33691,20.5999,4991.77,0.046334,1563.41,133.855,398.324,60841.2,554.233,0.406314,0.508288
148,2,0,56.6147,0.658314,0.062333,5.34515,20.8564,4991.49,0.047836,1506.65,129.372,385.587,61108.9,562.749,0.371389,0.508542
149,2,0,56.7819,0.689125,0.065132,5.35547,21.1158,4991.19,0.049774,1452,125.019,373.156,61367.7,571.258,0.334343,0.508802
150,2,0,56.9398,0.724045,0.068156,5.36806,21.3769,4990.9,0.052004,1399.39,120.795,361.034,61617.7,579.758,0.294976,0.509069
151,2,0,57.0888,0.763154,0.071555,5.3832,21.6394,4990.6,0.05442,1348.76,116.699,349.225,61859.3,588.247,0.252999,0.509347
152,2,0,57.2289,0.806003,0.075363,5.40117,21.9038,4990.29,0.056965,1300.06,112.73,337.73,62092.7,596.724,0.208106,0.509637
153,2,0,57.3604,0.852094,0.079553,5.42226,22.1705,4989.98,0.059608,1253.22,108.886,326.549,62318.1,605.186,0.16001,0.509941
154,2,0,57.4836,0.901021,0.084078,5.44672,22.4401,4989.66,0.062333,1208.18,105.165,315.682,62535.9,613.632,0.108443,0.510264
155,2,0,57.5987,0.952493,0.088897,5.47478,22.7126,4989.33,0.065132,1164.89,101.567,305.128,62746.2,622.061,0.053153,0.510608
156,2,0,57.7058,1.00631,0.093979,5.50665,22.9883,4989.01,0.068156,1123.3,98.0875,294.886,62949.4,630.47,-0.006098,0.510977
157,2,0,57.8053,1.06297,0.0993,5.54256,23.2667,4988.67,0.071555,1083.34,94.7258,284.952,63145.6,638.859,-0.069542,0.511374
158,2,0,57.8972,1.12339,0.104898,5.58276,23.5468,4988.33,0.075363,1044.96,91.4794,275.325,63335,647.226,-0.137451,0.511803
159,2,0,57.9818,1.18828,0.110851,5.62756,23.8278,4987.98,0.079553,1008.1,88.3459,266,63518,655.569,-0.21016,0.512267
160,2,0,58.0593,1.25799,0.117233,5.67732,24.1094,4987.63,0.084078,972.728,85.3228,256.973,63694.7,663.888,-0.28806,0.512772
161,2,0,58.1298,1.33258,0.124086,5.73245,24.3915,4987.28,0.088897,938.777,82.4075,248.24,63865.3,672.18,-0.371577,0.513322
162,2,0,58.1935,1.41197,0.131424,5.79336,24.6742,4986.91,0.093979,906.2,79.5975,239.795,64030.1,680.445,-0.46115,0.513921
163,2,0,58.2505,1.49598,0.139242,5.86047,24.9574,4986.55,0.0993,874.95,76.89,231.635,64189.3,688.682,-0.557227,0.514575
164,2,0,58.301,1.58445,0.147527,5.93419,25.2415,4986.17,0.104898,844.979,74.2825,223.753,64343.1,696.888,-0.660252,0.51529
165,2,0,58.3451,1.67737,0.156262,6.01494,25.5263,4985.8,0.110851,816.241,71.7721,216.144,64491.7,705.064,-0.770671,0.516071
166,2,0,58.383,1.77492,0.165442,6.10313,25.8116,4985.41,0.117233,788.692,69.3563,208.801,64635.2,713.208,-0.888936,0.516926
167,2,0,58.4147,1.8774,0.175082,6.1992,26.097,4985.03,0.124086,762.289,67.0322,201.719,64773.9,721.318,-1.01552,0.517859
168,2,0,58.4404,1.98512,0.185208,6.30363,26.3823,4984.63,0.131424,736.99,64.7973,194.891,64908,729.395,-1.15094,0.51888
169,2,0,58.4603,2.0983,0.195851,6.4169,26.6671,4984.23,0.139242,712.753,62.6488,188.312,65037.6,737.436,-1.29574,0.519995
170,2,0,58.4742,2.21709,0.207035,6.53956,26.9512,4983.83,0.147527,689.54,60.584,181.974,65162.9,745.441,-1.45047,0.521212
171,2,0,58.4825,2.34154,0.218774,6.67213,27.2345,4983.42,0.156262,667.311,58.6004,175.871,65284,753.408,-1.61575,0.522539
172,2,0,58.4851,2.47164,0.231078,6.81518,27.5171,4983.01,0.165442,646.03,56.6953,169.997,65401.2,761.338,-1.79216,0.523986
173,2,0,58.4821,2.60736,0.243947,6.96928,27.7987,4982.59,0.175082,625.661,54.8662,164.345,65514.6,769.228,-1.98033,0.525561
174,2,0,58.4735,2.74869,0.257378,7.135,28.0795,4982.17,0.185208,606.169,53.1105,158.909,65624.4,777.078,-2.1809,0.527275
175,2,0,58.4594,2.89563,0.271371,7.31292,28.3593,4981.75,0.195851,587.52,51.4258,153.683,65730.6,784.888,-2.39449,0.529137
176,2,0,58.4399,3.04823,0.285925,7.50363,28.6381,4981.31,0.207035,569.683,49.8095,148.659,65833.4,792.655,-2.62177,0.531159
177,2,0,58.415,3.20651,0.301043,7.70773,28.9157,4980.88,0.218774,552.626,48.2594,143.832,65933.1,800.38,-2.86339,0.533351
178,2,0,58.3846,3.37051,0.316729,7.92583,29.192,4980.44,0.231078,536.318,46.7731,139.195,66029.6,808.061,-3.12003,0.535725
179,2,0,58.3489,3.54024,0.332987,8.15856,29.467,4979.99,0.243947,520.731,45.3483,134.743,66123.1,815.698,-3.39239,0.538294
180,2,0,58.3078,3.71568,0.349816,8.40655,29.7406,4979.54,0.257378,505.837,43.9829,130.468,66213.8,823.289,-3.68117,0.541069
181,2,0,58.2614,3.8968,0.367217,8.67042,30.0128,4979.09,0.271371,491.607,42.6746,126.366,66301.8,830.834,-3.98707,0.544065
182,2,0,58.2096,4.08356,0.385187,8.95083,30.2836,4978.63,0.285925,478.018,41.4213,122.43,66387.1,838.332,-4.31083,0.547295
183,2,0,58.1524,4.27589,0.403722,9.24841,30.5528,4978.17,0.301043,465.042,40.221,118.655,66470,845.782,-4.65317,0.550773
184,2,0,58.0898,4.47374,0.422816,9.56382,30.8206,4977.71,0.316729,452.656,39.0716,115.034,66550.4,853.184,-5.01482,0.554513
185,2,0,58.0219,4.67703,0.442462,9.89769,31.0869,4977.24,0.332987,440.838,37.9714,111.563,66628.6,860.536,-5.39651,0.558532
186,2,0,57.9484,4.88568,0.462654,10.2507,31.3518,4976.76,0.349816,429.563,36.9183,108.236,66704.5,867.838,-5.79898,0.562844
187,2,0,57.8695,5.09963,0.483386,10.6234,31.6151,4976.29,0.367217,418.812,35.9105,105.048,66778.3,875.088,-6.22298,0.567467
188,2,0,57.7851,5.31879,0.504648,11.0166,31.8769,4975.8,0.385187,408.563,34.9464,101.994,66850.2,882.287,-6.66924,0.572415
189,2,0,57.6951,5.54306,0.526433,11.4308,32.1373,4975.32,0.403722,398.796,34.0241,99.0682,66920.1,889.432,-7.13851,0.577708
190,2,0,57.5996,5.77236,0.548732,11.8666,32.3961,4974.83,0.422816,389.492,33.142,96.2666,66988.1,896.524,-7.63153,0.583362
191,2,0,57.4983,6.00657,0.571535,12.3248,32.6535,4974.34,0.442462,380.633,32.2985,93.5843,67054.4,903.561,-8.14904,0.589395
192,2,0,57.3914,6.2456,0.594833,12.8059,32.9095,4973.84,0.462654,372.202,31.4921,91.0167,67119,910.543,-8.69177,0.595825
193,2,0,57.2787,6.48932,0.618614,13.3106,33.164,4973.35,0.483386,364.18,30.7213,88.5594,67182,917.469,-9.26046,0.602673
194,2,0,57.1601,6.73763,0.642868,13.8394,33.4171,4972.85,0.504648,356.554,29.9845,86.2082,67243.4,924.337,-9.85583,0.609957
195,2,0,57.0357,6.99041,0.667584,14.393,33.6688,4972.34,0.526433,349.305,29.2805,83.9588,67303.4,931.147,-10.4786,0.617697
196,2,0,56.9053,7.24752,0.692749,14.9719,33.9192,4971.83,0.548732,342.421,28.6079,81.8073,67361.9,937.899,-11.1295,0.625913
197,2,0,56.7689,7.50886,0.718352,15.5768,34.1682,4971.32,0.571535,335.886,27.9653,79.7498,67419.2,944.59,-11.8093,0.634625
198,2,0,56.6263,7.77428,0.744379,16.2082,34.4159,4970.81,0.594833,329.686,27.3515,77.7825,67475.1,951.221,-12.5185,0.643856
199,2,0,56.4776,8.04366,0.770818,16.8667,34.6623,4970.29,0.618614,323.81,26.7654,75.9018,67529.8,957.79,-13.2581,0.653626
200,2,0,56.3226,8.31687,0.797657,17.5527,34.9075,4969.78,0.642868,318.243,26.2056,74.1041,67583.3,964.297,-14.0285,0.663956
201,2,0,56.1613,8.59376,0.824881,18.267,35.1514,4969.25,0.667584,312.974,25.6712,72.3861,67635.7,970.74,-14.8305,0.674869
202,2,0,55.9935,8.8742,0.852477,19.0099,35.3941,4968.73,0.692749,307.992,25.1609,70.7444,67687.1,977.119,-15.6647,0.686387
203,2,0,55.8193,9.15805,0.880432,19.7819,35.6357,4968.21,0.718352,303.286,24.6738,69.176,67737.4,983.432,-16.5318,0.698533
204,2,0,55.6385,9.44517,0.908731,20.5837,35.876,4967.68,0.744379,298.844,24.2089,67.6777,67786.7,989.678,-17.4324,0.71133
205,2,0,55.4511,9.7354,0.93736,21.4155,36.1153,4967.15,0.770818,294.657,23.7652,66.2466,67835.2,995.858,-18.3672,0.7248
206,2,0,55.2569,10.0286,0.966304,22.2779,36.3534,4966.62,0.797657,290.716,23.3417,64.8799,67882.7,1001.97,-19.3367,0.738968
207,2,0,55.056,10.3246,0.99555,23.1714,36.5904,4966.08,0.824881,287.011,22.9376,63.5748,67929.4,1008.01,-20.3416,0.753856
208,2,0,54.8482,10.6234,1.02508,24.0963,36.8264,4965.55,0.852477,283.533,22.552,62.3287,67975.3,1013.98,-21.3823,0.769489
209,2,0,54.6334,10.9246,1.05489,25.053,37.0614,4965.01,0.880432,280.273,22.184,61.1389,68020.4,1019.88,-22.4595,0.78589
210,2,0,54.4117,11.2282,1.08494,26.0419,37.2953,4964.48,0.908731,277.225,21.8329,60.0031,68064.7,1025.71,-23.5737,0.803084
211,2,0,54.1829,11.534,1.11524,27.0634,37.5283,4963.94,0.93736,274.38,21.4978,58.9189,68108.4,1031.46,-24.7253,0.821095
212,2,0,53.9469,11.8419,1.14577,28.1177,37.7603,4963.4,0.966304,271.731,21.1781,57.8841,68151.4,1037.14,-25.915,0.839948
213,2,0,53.7038,12.1517,1.17651,29.2053,37.9913,4962.86,0.99555,269.271,20.873,56.8963,68193.7,1042.74,-27.1432,0.859666
214,2,0,53.4534,12.4632,1.20744,30.3264,38.2215,4962.32,1.02508,266.993,20.5818,55.9535,68235.5,1048.27,-28.4103,0.880275
215,2,0,53.1958,12.7763,1.23854,31.4812,38.4507,4961.77,1.05489,264.891,20.3038,55.0537,68276.6,1053.72,-29.7168,0.901798
216,2,0,52.9307,13.0909,1.26981,32.6701,38.679,4961.23,1.08494,262.96,20.0385,54.1949,68317.3,1059.09,-31.0631,0.924262
217,2,0,52.6584,13.4066,1.30123,33.8932,38.9065,4960.69,1.11524,261.192,19.7852,53.3751,68357.3,1064.38,-32.4495,0.947689
218,2,0,52.3785,13.7235,1.33278,35.1507,39.1332,4960.14,1.14577,259.584,19.5433,52.5927,68396.9,1069.59,-33.8765,0.972105
219,2,0,52.0913,14.0414,1.36444,36.4428,39.359,4959.6,1.17651,258.13,19.3123,51.8458,68436,1074.72,-35.3443,0.997535
220,2,0,51.7966,14.3599,1.3962,37.7697,39.584,4959.06,1.20744,256.824,19.0915,51.1328,68474.6,1079.76,-36.8534,1.024
221,2,0,51.4943,14.6791,1.42803,39.1313,39.8083,4958.51,1.23854,255.663,18.8806,50.452,68512.8,1084.73,-38.4039,1.05153
222,2,0,51.1846,14.9987,1.45994,40.528,40.0317,4957.97,1.26981,254.642,18.6789,49.8019,68550.6,1089.6,-39.9962,1.08015
223,2,0,50.8674,15.3186,1.49189,41.9596,40.2544,4957.43,1.30123,253.756,18.486,49.181,68587.9,1094.39,-41.6305,1.10987
224,2,0,50.5426,15.6386,1.52387,43.4263,40.4764,4956.88,1.33278,253.003,18.3014,48.5878,68624.9,1099.09,-43.3069,1.14074
225,2,0,50.2104,15.9585,1.55586,44.9279,40.6976,4956.34,1.36444,252.377,18.1247,48.0209,68661.5,1103.7,-45.0258,1.17275
226,2,0,49.8707,16.2782,1.58786,46.4647,40.9181,4955.8,1.3962,251.876,17.9554,47.4791,68697.7,1108.23,-46.7871,1.20595
227,2,0,49.5235,16.5975,1.61983,48.0363,41.138,4955.26,1.42803,251.496,17.7932,46.961,68733.6,1112.66,-48.5911,1.24036
228,2,0,49.169,16.9162,1.65176,49.6429,41.3571,4954.73,1.45994,251.234,17.6376,46.4654,68769.2,1117,-50.4379,1.27599
229,2,0,48.807,17.2341,1.68365,51.2842,41.5756,4954.19,1.49189,251.087,17.4882,45.9911,68804.5,1121.25,-52.3274,1.31288
230,2,0,48.4377,17.5512,1.71546,52.9602,41.7934,4953.66,1.52387,251.053,17.3447,45.537,68839.5,1125.41,-54.2598,1.35103
231,2,0,48.0612,17.8671,1.74719,54.6706,42.0105,4953.12,1.55586,251.128,17.2067,45.1019,68874.2,1129.47,-56.235,1.39048
232,2,0,47.6775,18.1818,1.77881,56.4153,42.227,4952.59,1.58786,251.311,17.0739,44.6849,68908.6,1133.43,-58.253,1.43125
233,2,0,47.2866,18.4951,1.81031,58.194,42.4429,4952.06,1.61983,251.599,16.9459,44.2848,68942.7,1137.3,-60.3138,1.47335
234,2,0,46.8887,18.8069,1.84167,60.0065,42.6582,4951.54,1.65176,251.989,16.8224,43.9008,68976.6,1141.07,-62.4173,1.51681
235,2,0,46.4839,19.1168,1.87288,61.8524,42.8729,4951.01,1.68365,252.481,16.7032,43.5319,69010.3,1144.74,-64.5633,1.56165
236,2,0,46.0722,19.4249,1.90392,63.7316,43.0869,4950.49,1.71546,253.072,16.5879,43.1771,69043.7,1148.32,-66.7516,1.60788
237,2,0,45.6538,19.7309,1.93478,65.6435,43.3004,4949.97,1.74719,253.76,16.4763,42.8357,69076.9,1151.79,-68.9822,1.65554
